# Time, Xc, Yc
1.994098392392719688e+03 1.564668429223787030e+02 1.089069385808246579e+03
1.994118824195618799e+03 1.564545919364287272e+02 1.089064540357385340e+03
1.994139256198046496e+03 1.564461829099569172e+02 1.089067452514635534e+03
1.994159688100247877e+03 1.564271671981227882e+02 1.089073202452596661e+03
1.994180120001983596e+03 1.564156775810003808e+02 1.089069026982373089e+03
1.994200551903712039e+03 1.563960384881129926e+02 1.089067643721478817e+03
1.994220983804749267e+03 1.563876694892191210e+02 1.089065169965893119e+03
1.994241415705786494e+03 1.565805565081967643e+02 1.089075692796963949e+03
1.994261847606350784e+03 1.565917235324220655e+02 1.089076183526008208e+03
1.994282279506689520e+03 1.565696186423730580e+02 1.089062564405817284e+03
1.994302711406562594e+03 1.565542543438152450e+02 1.089066909707460582e+03
1.994323143306195561e+03 1.565388901655113614e+02 1.089072693434335179e+03
1.994343575205602974e+03 1.565287500948054742e+02 1.089070351133706026e+03
1.994364007104777556e+03 1.565141789679810529e+02 1.089073065546148200e+03
1.994384439103247132e+03 1.564992097090135417e+02 1.089068856957333310e+03
1.994404870901722461e+03 1.564866376967356985e+02 1.089066955236550257e+03
1.994425302799965721e+03 1.564697217279904748e+02 1.089080102399402449e+03
1.994445734797736804e+03 1.564527758408077887e+02 1.089062855110861392e+03
1.994466166595047980e+03 1.564400436083456043e+02 1.089067163720007557e+03
1.994486598592360679e+03 1.564256706838299635e+02 1.089067067191503611e+03
1.994507030489199678e+03 1.564163706907560254e+02 1.089066576181120126e+03
1.994527462285579531e+03 1.563952952922783197e+02 1.089085520377700959e+03
1.994547894281960907e+03 1.563768476520625086e+02 1.089055827233590207e+03
1.994568326177868585e+03 1.563655224352644098e+02 1.089065520259452342e+03
1.994588757973317115e+03 1.563569835443335307e+02 1.089064904852604741e+03
1.994609189968767168e+03 1.563436586463399181e+02 1.089074867947446819e+03
1.994629621863743523e+03 1.563327093265065173e+02 1.089062105727073003e+03
1.994650053758261492e+03 1.563149174752583122e+02 1.089064377268971384e+03
1.994670485652779462e+03 1.563028321079002581e+02 1.089066090136839648e+03
1.994690917546824494e+03 1.562921473411598470e+02 1.089074074545904750e+03
1.994711349340410379e+03 1.562758649407655582e+02 1.089062566072167783e+03
1.994752213227111497e+03 1.564196139865123314e+02 1.089071575614952053e+03
1.994772645019766060e+03 1.564082859194651292e+02 1.089074870440681480e+03
1.994793077012422145e+03 1.563922398271227792e+02 1.089071715053506068e+03
1.994813508904604532e+03 1.563693948440132999e+02 1.089068141691779829e+03
1.994833940696560603e+03 1.563610823886706385e+02 1.089067740076454356e+03
1.994854372688052536e+03 1.563509927111847730e+02 1.089072934638206107e+03
1.994874804579303600e+03 1.563418676113671211e+02 1.089075482706932007e+03
1.994895236570329871e+03 1.563315987645157747e+02 1.089075639464488404e+03
1.994915668360888958e+03 1.563173465307774279e+02 1.089072674701497590e+03
1.994936100251208700e+03 1.562995553342166772e+02 1.089069690910237341e+03
1.994956532241303648e+03 1.562846421763632065e+02 1.089067194325050423e+03
1.994976964030931413e+03 1.564399541875760633e+02 1.089051961556786409e+03
1.994997395920552663e+03 1.564791258131878635e+02 1.089070004509094360e+03
1.995017827909483458e+03 1.564540798095437140e+02 1.089061995545596574e+03
1.995038259698412730e+03 1.564678424576826217e+02 1.089083631231686923e+03
1.995058691586869827e+03 1.564460271133322919e+02 1.089069736129913963e+03
1.995079123575102130e+03 1.564332030864264595e+02 1.089073292823572501e+03
1.995099555363100080e+03 1.564342949683965287e+02 1.089078278967417191e+03
1.995119987250625854e+03 1.564120872024680295e+02 1.089078838969911658e+03
1.995140419237926835e+03 1.563788828748940034e+02 1.089069740797707027e+03
1.995160851024760632e+03 1.563846572636352903e+02 1.089062928915777547e+03
1.995181282911587914e+03 1.563636847272279056e+02 1.089065288481898278e+03
1.995201714897957572e+03 1.563573729720266670e+02 1.089074282117204575e+03
1.995222146783853532e+03 1.565556633317926583e+02 1.089078758181003423e+03
1.995242578569756006e+03 1.565508052073421368e+02 1.089069716274528673e+03
1.995263010555194342e+03 1.565355668721905715e+02 1.089070621050539330e+03
1.995283442440158979e+03 1.565224922319019356e+02 1.089068152034522655e+03
1.995303874325130892e+03 1.565253461013009826e+02 1.089079768459393108e+03
1.995324306209637143e+03 1.565081460307063708e+02 1.089071565957746998e+03
1.995344738093903288e+03 1.565001058322412746e+02 1.089069309919349507e+03
1.995365169977711048e+03 1.564875458144233846e+02 1.089077855928825102e+03
1.995385601861518808e+03 1.564627877570481473e+02 1.089074264474050779e+03
1.995406033744620800e+03 1.564503136762999702e+02 1.089063311593238041e+03
1.995426465627730067e+03 1.564430716809233104e+02 1.089074527036013706e+03
1.995446897510373674e+03 1.564336510315285409e+02 1.089072159895709774e+03
1.995467329392777174e+03 1.564245060714660269e+02 1.089080370804240829e+03
1.995487761274955119e+03 1.564125365442686757e+02 1.089075592252261913e+03
1.995508193156900234e+03 1.563949962020460021e+02 1.089070877009261494e+03
1.995528624938611756e+03 1.563780796363790273e+02 1.089060027713803493e+03
1.995549056919619034e+03 1.563596768734826128e+02 1.089062944486400511e+03
1.995569488800632826e+03 1.563553000719052477e+02 1.089067953682101006e+03
1.995589920681173680e+03 1.563461572555009695e+02 1.089076911184849678e+03
1.995610352561488980e+03 1.563367761640511446e+02 1.089067834490332416e+03
1.995630784441571450e+03 1.563191537663771840e+02 1.089069370901657976e+03
1.995651216321180982e+03 1.563074998981520594e+02 1.089072063983994894e+03
1.995671648200564960e+03 1.562963513783404608e+02 1.089073211755901184e+03
1.995692080079716106e+03 1.562941685016196516e+02 1.089079749451340376e+03
1.995712512058395077e+03 1.564816934078577901e+02 1.089078098308287053e+03
1.995732943937080563e+03 1.565021194266794566e+02 1.089070506364566199e+03
1.995753375715066795e+03 1.564781359099505096e+02 1.089057734544895993e+03
1.995773807693047274e+03 1.564652013391388437e+02 1.089069317313678539e+03
1.995794239570568607e+03 1.564608015154294094e+02 1.089072568123945075e+03
1.995814671347856347e+03 1.564432008023420622e+02 1.089070350708010665e+03
1.995835103324905504e+03 1.564358657652558406e+02 1.089086337729933803e+03
1.995855535201728344e+03 1.564181135669643936e+02 1.089079687998048712e+03
1.995875966978084762e+03 1.563955565425215184e+02 1.089062968132787546e+03
1.995896398954202596e+03 1.563894217813098635e+02 1.089065767428978006e+03
1.995916830829861283e+03 1.563745477814293849e+02 1.089069292778938234e+03
1.995937262605519209e+03 1.563719131297240210e+02 1.089073281697377979e+03
1.995957694580705720e+03 1.565474034593734984e+02 1.089074898411807681e+03
1.995978126455665915e+03 1.565624312089049113e+02 1.089071128722203412e+03
1.995998558230159688e+03 1.565486207668058682e+02 1.089067284478534930e+03
1.996018990204414877e+03 1.565383332885775189e+02 1.089071169265629123e+03
1.996039422078443749e+03 1.565268264193813934e+02 1.089073683433557107e+03
1.996059853952239791e+03 1.565022530593776366e+02 1.089072252024699992e+03
1.996080285825562896e+03 1.565026598198624868e+02 1.089073126194029783e+03
1.996100717698893277e+03 1.564890634810855659e+02 1.089075244910871788e+03
1.996121149571525166e+03 1.564781901436070370e+02 1.089077482997089191e+03
1.996141581444149779e+03 1.564525140909179868e+02 1.089069784493633051e+03
1.996162013316316006e+03 1.564397706588244432e+02 1.089069768072987927e+03
1.996182445188249403e+03 1.564317882012845473e+02 1.089068168679728387e+03
1.996202877059942693e+03 1.564162562565210237e+02 1.089072728745291442e+03
1.996223308931410429e+03 1.564082578266994403e+02 1.089075254012488813e+03
1.996243740902413265e+03 1.563939229426684676e+02 1.089073778986348771e+03
1.996264172673174471e+03 1.563798573421666447e+02 1.089069932199645791e+03
1.996284604543478054e+03 1.563743872425230279e+02 1.089071163795418897e+03
1.996305036513775121e+03 1.563472120644992458e+02 1.089074438916565668e+03
1.996325468283612281e+03 1.563335678231653390e+02 1.089076846348031268e+03
1.996345900153217372e+03 1.563173321049459901e+02 1.089062115574715108e+03
1.996366332122590393e+03 1.563016809173207662e+02 1.089075734175986781e+03
1.996386763891488954e+03 1.562920624003713215e+02 1.089074514230956538e+03
1.996407195760162722e+03 1.562749503897803720e+02 1.089080217763476185e+03
1.996427627728597145e+03 1.562626238282776399e+02 1.089059855295881107e+03
1.996448059496804490e+03 1.564183747085518235e+02 1.089071120055981737e+03
1.996468491364546935e+03 1.564282695585326906e+02 1.089073035197734043e+03
1.996488923332057311e+03 1.563979321196627268e+02 1.089072110073018166e+03
1.996509355099326058e+03 1.563873665897160379e+02 1.089066599385787413e+03
1.996529787066137942e+03 1.563683601840307631e+02 1.089073028521934702e+03
1.996550218932941789e+03 1.563594405855697005e+02 1.089075402467706908e+03
1.996570650799287250e+03 1.563338385267429942e+02 1.089071354054425683e+03
1.996591082665399881e+03 1.563272436552340423e+02 1.089064186453664206e+03
1.996611514531046851e+03 1.563151023192681919e+02 1.089074900246392190e+03
1.996631946396453714e+03 1.562966120957783573e+02 1.089067642467825635e+03
1.996652378261635022e+03 1.562842617529277334e+02 1.089073331876654720e+03
1.996672810126576223e+03 1.562696729169267655e+02 1.089071177427365456e+03
1.996713673955542617e+03 1.564682980069921996e+02 1.089071103794307191e+03
1.996734105719559011e+03 1.564507798215286414e+02 1.089078408033902178e+03
1.996754537583336059e+03 1.564597016832229883e+02 1.089060151926058552e+03
1.996774969546655484e+03 1.564558232417091688e+02 1.089076741533348468e+03
1.996795401309966110e+03 1.564396435731658812e+02 1.089080283739754577e+03
1.996815833172819111e+03 1.564273482307797281e+02 1.089076487169812481e+03
1.996836265135440044e+03 1.564068927569749974e+02 1.089069134528187305e+03
1.996856696897593793e+03 1.563943494774686656e+02 1.089072621210423449e+03
1.996877128759741026e+03 1.563874007785439062e+02 1.089078107023200118e+03
1.996897560621429875e+03 1.563757805229521978e+02 1.089071685352725353e+03
1.996917992482878617e+03 1.563757219266309733e+02 1.089080476268736447e+03
1.996938424443869735e+03 1.565136256132688288e+02 1.089085327108062074e+03
1.996958856204626500e+03 1.565167065407775340e+02 1.089072943775688600e+03
1.996979288065384026e+03 1.565068730019370946e+02 1.089075816544611826e+03
1.996999720025436545e+03 1.564871598634185830e+02 1.089071067710152420e+03
1.997020151785494818e+03 1.564822197955549257e+02 1.089074531480478299e+03
1.997040583645313745e+03 1.564723458039648278e+02 1.089061892148237575e+03
1.997061015604675049e+03 1.564787424968812672e+02 1.089076928979096692e+03
1.997101879222464049e+03 1.564628448031905350e+02 1.089078798430862889e+03
1.997122311181119585e+03 1.564487745627921527e+02 1.089081943171429430e+03
1.997142743039315974e+03 1.564205202425148116e+02 1.089061972492285349e+03
1.997163174797271495e+03 1.564154694911648562e+02 1.089074173373207259e+03
1.997183606755002984e+03 1.565509221330268304e+02 1.089085653025257443e+03
1.997204038612268050e+03 1.565615779602523219e+02 1.089081791783253038e+03
1.997224470369532355e+03 1.565630897092027851e+02 1.089072698185373611e+03
1.997244902326325246e+03 1.565577297852708796e+02 1.089082709653423080e+03
1.997265334182891820e+03 1.565252022547788613e+02 1.089064066522606254e+03
1.997285765939217526e+03 1.565115103942303278e+02 1.089069029357129693e+03
1.997306197895086370e+03 1.565100767429660209e+02 1.089084597779117985e+03
1.997326629750721622e+03 1.564981516801657904e+02 1.089075937005036849e+03
1.997347061706117529e+03 1.564873539295370222e+02 1.089078120050695134e+03
1.997367493461286358e+03 1.564809795999735798e+02 1.089074887546007176e+03
1.997387925315990287e+03 1.564775095394529103e+02 1.089076438842140760e+03
1.997408357270687702e+03 1.564508689421815575e+02 1.089064949281469353e+03
1.997428789024925209e+03 1.564447479045283558e+02 1.089080625269165466e+03
1.997449220878930646e+03 1.564337049846386094e+02 1.089074482984177166e+03
1.997469652832463908e+03 1.564240514149405499e+02 1.089081677672580554e+03
1.997490084586002922e+03 1.564147074598834593e+02 1.089075871777456314e+03
1.997510516439077037e+03 1.564026557472072909e+02 1.089081856977652933e+03
1.997530948391911807e+03 1.563782318698602012e+02 1.089066491048517719e+03
1.997551380244520260e+03 1.563620647965551598e+02 1.089058280475730498e+03
1.997571811996662291e+03 1.563605477766381284e+02 1.089075159716546295e+03
1.997592243948798568e+03 1.563511360160176196e+02 1.089075898295004890e+03
1.997612675700474938e+03 1.563402661291549691e+02 1.089078711903522617e+03
1.997633107551919238e+03 1.563250361462635283e+02 1.089072552795158117e+03
1.997653539502891363e+03 1.563139339321918442e+02 1.089067856220877729e+03
1.997673971253869240e+03 1.564986959993421465e+02 1.089078053539102029e+03
1.997694403204382979e+03 1.565172943857343455e+02 1.089087594509728888e+03
1.997714835054655850e+03 1.564959995016359642e+02 1.089074998257481639e+03
1.997735266804702405e+03 1.564675924088634247e+02 1.089076588509709836e+03
1.997755698754510377e+03 1.564682633850460149e+02 1.089072094853241424e+03
1.997776130604092032e+03 1.564611612521739517e+02 1.089067256385663541e+03
1.997796562353207264e+03 1.564557564009092800e+02 1.089076620791957566e+03
1.997816994302091189e+03 1.564470630887147991e+02 1.089075307675533168e+03
1.997837426150734245e+03 1.564407410592976646e+02 1.089080616378636023e+03
1.997857857898918155e+03 1.564270158596712008e+02 1.089081841905756391e+03
1.997878289847096312e+03 1.564131610025206669e+02 1.089077519503747226e+03
1.997898721694815322e+03 1.564101135324369238e+02 1.089069765290282703e+03
1.997919153542301501e+03 1.565850569866125284e+02 1.089078884233088274e+03
1.997939585389554850e+03 1.566386767501995791e+02 1.089079233038922894e+03
1.997960017236568092e+03 1.566221466861305203e+02 1.089075747434151026e+03
1.997980449083122949e+03 1.566118766430332983e+02 1.089071492763120432e+03
1.998000880929437699e+03 1.565999081692842196e+02 1.089078866492717907e+03
1.998021312775759725e+03 1.565942994793672653e+02 1.089080662431245401e+03
1.998041744621383259e+03 1.565711052346149188e+02 1.089071634374765154e+03
1.998062176567000279e+03 1.565606874626766114e+02 1.089081628189497224e+03
1.998082608312390221e+03 1.565562877036242924e+02 1.089073381348350267e+03
1.998103040257316025e+03 1.565488908396680188e+02 1.089083022183407820e+03
1.998123472102000960e+03 1.565343729641916752e+02 1.089076104165200150e+03
1.998143903846459580e+03 1.565153190994577130e+02 1.089074334272037959e+03
1.998164335790686891e+03 1.565028024882993520e+02 1.089075552463102895e+03
1.998184767634440504e+03 1.564950699730084409e+02 1.089069661632128145e+03
1.998205199378200632e+03 1.564840278514041074e+02 1.089074115480217642e+03
1.998225631321496621e+03 1.564720407865212621e+02 1.089081640345015103e+03
1.998246063164551742e+03 1.564608337479141653e+02 1.089073924504486513e+03
1.998266494907380547e+03 1.564519440480560775e+02 1.089074875787059227e+03
1.998286926849745214e+03 1.564329677171024287e+02 1.089072837421063241e+03
1.998307358692101843e+03 1.564207395232152749e+02 1.089086020749592080e+03
1.998348222375665500e+03 1.563986124020639181e+02 1.089076710471509159e+03
1.998368654117090045e+03 1.563942945776351792e+02 1.089079221097677873e+03
1.998389086058290559e+03 1.563797539901218556e+02 1.089075754924484499e+03
1.998409517899024650e+03 1.565767628410239922e+02 1.089066730425328842e+03
1.998429949739518634e+03 1.565960976912774072e+02 1.089093346579792524e+03
1.998450381480019132e+03 1.565851616204014647e+02 1.089073775183674798e+03
1.998470813420055492e+03 1.565721815461025130e+02 1.089078559957328480e+03
1.998491245259618154e+03 1.565616939427564489e+02 1.089076968681825292e+03
1.998511677099188091e+03 1.565465411176044483e+02 1.089078406930633719e+03
1.998532108938292367e+03 1.565339343335533044e+02 1.089075874638642517e+03
1.998552540777389368e+03 1.565152710830424780e+02 1.089068960224573630e+03
1.998572972716028744e+03 1.564989171943116446e+02 1.089078122439437038e+03
1.998593404454433767e+03 1.564904147385004478e+02 1.089075618715164637e+03
1.998613836292599444e+03 1.564772771292133484e+02 1.089078861907347800e+03
1.998634268230307498e+03 1.564515991003950148e+02 1.089067849020764697e+03
1.998675131805248384e+03 1.566118103355101709e+02 1.089073429130708519e+03
1.998695563742257946e+03 1.565951249424012133e+02 1.089086853205335274e+03
1.998715995479033154e+03 1.565854406006489228e+02 1.089050855825545341e+03
1.998736427315569017e+03 1.565741700416589595e+02 1.089066917886508236e+03
1.998756859251647256e+03 1.565803678397602994e+02 1.089080761862381678e+03
1.998777290987723973e+03 1.565769464588520066e+02 1.089083421866566368e+03
1.998797722823328513e+03 1.565736248209876749e+02 1.089085853691530474e+03
1.998818154758708260e+03 1.565600496686245720e+02 1.089081796176162925e+03
1.998838586493853654e+03 1.565393153051165598e+02 1.089079883557038556e+03
1.998859018328759703e+03 1.565401470648332349e+02 1.089077896761994907e+03
1.998879450263208128e+03 1.565264865146808688e+02 1.089081917616186274e+03
1.998899882097655791e+03 1.565147024097767314e+02 1.089081894674909563e+03
1.998920313931630517e+03 1.565256127768592762e+02 1.089091630731731129e+03
1.998940745765379688e+03 1.565047511939809510e+02 1.089088881270646652e+03
1.998961177598896029e+03 1.564809716641240129e+02 1.089080364599840777e+03
1.998981609432172263e+03 1.564775015946394490e+02 1.089071396339171997e+03
1.999002041265222942e+03 1.564615952761212441e+02 1.089065937770288883e+03
1.999022473097807961e+03 1.564577792274697856e+02 1.089077152108862720e+03
1.999042905030386464e+03 1.564580559630040000e+02 1.089073533625298978e+03
1.999063336762505060e+03 1.564673017270896196e+02 1.089081894736971435e+03
1.999083768594391586e+03 1.564541547984500767e+02 1.089085717283517624e+03
1.999104200426038005e+03 1.564554694018929695e+02 1.089080714372666989e+03
1.999124632257458870e+03 1.564393860249939507e+02 1.089093746233022557e+03
1.999145063988413312e+03 1.564891300595935775e+02 1.089077068507728200e+03
1.999165495919362002e+03 1.566139830809052000e+02 1.089078194491481099e+03
1.999185927749851544e+03 1.566021223346818942e+02 1.089077578967150430e+03
1.999206359480107494e+03 1.565947549306150108e+02 1.089084744076485094e+03
1.999226791410124861e+03 1.565868709636557412e+02 1.089084434956792393e+03
1.999247223239915911e+03 1.565758926985982669e+02 1.089087981594314897e+03
1.999267655169474892e+03 1.565443941556337961e+02 1.089074938838446997e+03
1.999288086898559413e+03 1.565391528485998549e+02 1.089077070925811995e+03
1.999308518727651972e+03 1.565333170065138972e+02 1.089081928206740486e+03
1.999328950656272355e+03 1.565201323162401081e+02 1.089078023816824270e+03
1.999349382384665660e+03 1.565062874953843846e+02 1.089081719165974846e+03
1.999369814212826896e+03 1.564840203057862595e+02 1.089077109360883696e+03
1.999390246140756062e+03 1.564729495293330501e+02 1.089094208170978845e+03
1.999410677968444361e+03 1.564407189544549226e+02 1.089070957119675086e+03
1.999431109695906343e+03 1.564377947579725969e+02 1.089080032300348648e+03
1.999451541622896912e+03 1.564180867768947962e+02 1.089088188113403930e+03
1.999471973449661164e+03 1.564070396330278072e+02 1.089081070366050881e+03
1.999492405176424654e+03 1.563984640090837672e+02 1.089083947951493883e+03
1.999512837102724006e+03 1.563689453841923012e+02 1.089074974864466640e+03
1.999533268928782491e+03 1.563516166762309183e+02 1.089071390083120150e+03
1.999553700654381828e+03 1.563359766565745019e+02 1.089075537919311046e+03
1.999574132579975412e+03 1.563281669314951898e+02 1.089081653144549819e+03
1.999594564405342680e+03 1.563220713345784247e+02 1.089075438508901470e+03
1.999614996130243526e+03 1.563066738066620758e+02 1.089087030353241971e+03
1.999635428054913064e+03 1.564608598262043699e+02 1.089080963406585170e+03
1.999655859879574564e+03 1.564731872223466951e+02 1.089081862620452284e+03
1.999676291803778440e+03 1.564639000832089550e+02 1.089094688947643817e+03
1.999696723527507856e+03 1.564508634153181674e+02 1.089079728614550277e+03
1.999717155351245310e+03 1.564360474797408358e+02 1.089072641677655156e+03
1.999737587274750695e+03 1.564168482611624142e+02 1.089073417129802920e+03
1.999758018997781619e+03 1.564084891931422874e+02 1.089079040778602803e+03
1.999778450820820581e+03 1.563979331221486575e+02 1.089079341143620013e+03
1.999798882743394643e+03 1.563831719902529755e+02 1.089084469492164089e+03
1.999819314465727075e+03 1.563857926690615443e+02 1.089092866658927733e+03
1.999839746287834714e+03 1.563654687269410601e+02 1.089073255994222336e+03
1.999860178109709523e+03 1.563592479393092276e+02 1.089075711447377671e+03
1.999880609931344225e+03 1.565588228429671744e+02 1.089085390060197369e+03
1.999901041752753372e+03 1.565781520165350003e+02 1.089081898228567070e+03
1.999921473573696858e+03 1.565688422811783198e+02 1.089083124295508242e+03
1.999941905394633068e+03 1.565561107438136617e+02 1.089083214583776225e+03
1.999962337215110892e+03 1.565514639509107155e+02 1.089079768700933982e+03
1.999982769135356648e+03 1.565412023197633005e+02 1.089080112153476648e+03
2.000003200855360774e+03 1.565398213059521595e+02 1.089083178398590007e+03
2.000023632775140868e+03 1.565237694701964983e+02 1.089080648688439851e+03
2.000044064594687370e+03 1.565158516142107032e+02 1.089085445658447952e+03
2.000064496313993004e+03 1.565101597096456771e+02 1.089078469500424490e+03
2.000084928233074606e+03 1.565059243444809169e+02 1.089089570516107642e+03
2.000105360051689786e+03 1.564978819781412369e+02 1.089081904297657957e+03
2.000125791770296928e+03 1.564810550648637104e+02 1.089080485098303598e+03
2.000146223688447208e+03 1.564720425363711342e+02 1.089081068853367015e+03
2.000166655506363895e+03 1.564674987606028367e+02 1.089081165934781893e+03
2.000187087224039715e+03 1.564672430309668414e+02 1.089078415333179464e+03
2.000207519141491503e+03 1.564635023527416138e+02 1.089083936573565097e+03
2.000227950958709698e+03 1.564477128860892776e+02 1.089077975287959362e+03
2.000248382775687787e+03 1.564430622670299442e+02 1.089089929037470029e+03
2.000268814592440322e+03 1.564281293900644414e+02 1.089077008761373008e+03
2.000289246408727195e+03 1.564263463801174510e+02 1.089074430922884630e+03
2.000309678225006792e+03 1.564136608853998780e+02 1.089073739504319292e+03
2.000330110040828004e+03 1.564129908081934275e+02 1.089078348517594350e+03
2.000350541856649215e+03 1.563991789201743359e+02 1.089096553150132422e+03
2.000370973671997490e+03 1.566366658751554723e+02 1.089075364670845602e+03
2.000391405587120971e+03 1.566632197118181580e+02 1.089086418367270198e+03
2.000411837302010099e+03 1.566485890551953446e+02 1.089077940015565446e+03
2.000432269216660643e+03 1.566422954854360512e+02 1.089094772458474154e+03
2.000452701031084871e+03 1.566326512664261656e+02 1.089076981287704712e+03
2.000473132745042676e+03 1.566177393695679712e+02 1.089082749825656265e+03
2.000493564658994728e+03 1.566094805841698303e+02 1.089091356350094202e+03
2.000513996472720464e+03 1.565955785236370161e+02 1.089078692354190707e+03
2.000534428185979777e+03 1.565934248753985401e+02 1.089079310389647389e+03
2.000554860099000507e+03 1.565838082842035988e+02 1.089083824087974563e+03
2.000575291912027751e+03 1.565758186892572610e+02 1.089093713261356470e+03
2.000595723624588572e+03 1.565566913162849119e+02 1.089075253139472807e+03
2.000636587249005970e+03 1.565452116037592418e+02 1.089084612585031209e+03
2.000657019060869061e+03 1.565335658009544488e+02 1.089094758034817232e+03
2.000677450972492807e+03 1.565253418597135351e+02 1.089076227221542922e+03
2.000697882683656644e+03 1.565143584049785375e+02 1.089074486586282546e+03
2.000718314494821243e+03 1.565089899040032151e+02 1.089084400483729041e+03
2.000738746405746497e+03 1.565049924733018543e+02 1.089086683436268913e+03
2.000759178116211842e+03 1.565071262643807586e+02 1.089090520865376220e+03
2.000779610026438604e+03 1.564873711091486541e+02 1.089078834324870513e+03
2.000800041836671880e+03 1.564816735279207762e+02 1.089083214077245202e+03
2.000820473646439495e+03 1.564716756933045758e+02 1.089070283373841903e+03
2.000840905455974280e+03 1.564549866184971165e+02 1.089069322472607155e+03
2.000861337265268958e+03 1.564475936477767277e+02 1.089070383115665209e+03
2.000881769074338081e+03 1.564542188785268308e+02 1.089086328271203911e+03
2.000902200883167097e+03 1.564494178769618884e+02 1.089082097008080837e+03
2.000922632691770559e+03 1.564417480220156733e+02 1.089084839341366433e+03
2.000963496408272476e+03 1.564283778297936749e+02 1.089086961009702009e+03
2.000983928115943854e+03 1.564160930527849018e+02 1.089081796837095681e+03
2.001004359923615993e+03 1.564023794245037777e+02 1.089077798339201536e+03
2.001024791830815957e+03 1.563990450223908510e+02 1.089083182475609874e+03
2.001045223538021673e+03 1.563986637428396307e+02 1.089086306193649762e+03
2.001065655344762490e+03 1.563892657806567854e+02 1.089082356833612948e+03
2.001086087251263962e+03 1.563814693647502736e+02 1.089095815718737413e+03
2.001106518957771186e+03 1.565423092758254029e+02 1.089076066128002367e+03
2.001126950763813511e+03 1.565686371757811344e+02 1.089076773836218763e+03
2.001147382669616491e+03 1.565561110725999470e+02 1.089086270844773935e+03
2.001167814375192393e+03 1.565435992615514920e+02 1.089080596968318332e+03
2.001188246280536987e+03 1.565372116080593230e+02 1.089083536029703055e+03
2.001208678085640713e+03 1.565322735995653147e+02 1.089091860829956886e+03
2.001229109890518885e+03 1.565048885242008510e+02 1.089078238767758421e+03
2.001249541694931395e+03 1.565120059987814329e+02 1.089092384174683275e+03
2.001269973399335868e+03 1.564989634281618862e+02 1.089080200401870343e+03
2.001290405303516309e+03 1.564984008370794584e+02 1.089087998058001176e+03
2.001310837107230327e+03 1.564922232776982582e+02 1.089087990896839528e+03
2.001331268910937069e+03 1.564701062116853620e+02 1.089088621636557946e+03
2.001351700614184665e+03 1.564508192895111733e+02 1.089074520365577882e+03
2.001372132517433784e+03 1.564470021298643019e+02 1.089083409674308314e+03
2.001392564320209203e+03 1.564471584367001356e+02 1.089080806848870452e+03
2.001412996022758307e+03 1.564397479552920345e+02 1.089090155460396090e+03
2.001433427925308933e+03 1.564348181783039422e+02 1.089084448537829303e+03
2.001453859727385861e+03 1.564231379158822222e+02 1.089081302444049470e+03
2.001474291429236473e+03 1.564104903222400651e+02 1.089081373396057643e+03
2.001494723330855777e+03 1.564091749546862218e+02 1.089087054498060979e+03
2.001515155132234213e+03 1.563957946344413301e+02 1.089088107770761098e+03
2.001535587033387856e+03 1.563830209815194507e+02 1.089078221585588153e+03
2.001556018734307145e+03 1.563600697689085450e+02 1.089076813484104832e+03
2.001576450534987089e+03 1.563572771517268052e+02 1.089081652610370384e+03
2.001596882435442240e+03 1.565895638955572906e+02 1.089085706419672533e+03
2.001617314135663037e+03 1.566118714152960649e+02 1.089087284537999949e+03
2.001637745935411658e+03 1.566068840661291688e+02 1.089097104846462571e+03
2.001658177835168317e+03 1.565935347304088907e+02 1.089080141765921326e+03
2.001678609534690622e+03 1.565714752344904639e+02 1.089079778655714335e+03
2.001699041333740752e+03 1.565656626457160314e+02 1.089086418443855337e+03
2.001719473232798919e+03 1.565535822031390296e+02 1.089086853163253409e+03
2.001739904931622732e+03 1.565465701370792715e+02 1.089101853958392894e+03
2.001760336729974370e+03 1.565301424836905824e+02 1.089084978105368691e+03
2.001780768628101214e+03 1.565191857032104394e+02 1.089079858899972578e+03
2.001801200426227297e+03 1.565082876598541475e+02 1.089086999679906967e+03
2.001821632123879681e+03 1.565055720619731972e+02 1.089088114552625484e+03
2.001842064021540864e+03 1.564890233527828798e+02 1.089083614409429629e+03
2.001862495818735624e+03 1.564784322037678237e+02 1.089085795575466136e+03
2.001882927715691039e+03 1.564738368101845367e+02 1.089089886657271563e+03
2.001903359412419377e+03 1.564676106536649058e+02 1.089084528061344827e+03
2.001923791209148476e+03 1.564630310256932262e+02 1.089084911752602693e+03
2.001944223105405399e+03 1.564373007405050089e+02 1.089080657525551260e+03
2.001964654801435245e+03 1.564282842365447550e+02 1.089079629731331352e+03
2.001985086597233021e+03 1.564228013548511740e+02 1.089081832356806444e+03
2.002005518392790691e+03 1.564118465414131833e+02 1.089082635297835623e+03
2.002025950188122806e+03 1.564055299090107667e+02 1.089080568758161917e+03
2.002046381983222091e+03 1.563936534251012063e+02 1.089086361634674631e+03
2.002066813778081269e+03 1.563846687125046344e+02 1.089084765679153861e+03
2.002087245572714892e+03 1.566059202580991325e+02 1.089089310849960384e+03
2.002107677267114923e+03 1.566371020157174314e+02 1.089088139500730676e+03
2.002128109161276370e+03 1.566094816142752677e+02 1.089080868019486843e+03
2.002148540955211502e+03 1.566043815212346146e+02 1.089090820640167522e+03
