# Time, Flux
1.978120530509426317e+03 -4.690179452937481841e-05
1.978140962814773957e+03 2.103777980919652180e-04
1.978161394920120074e+03 2.334352419068874696e-04
1.978181827124994015e+03 -1.170120650640926740e-04
1.978202259429410333e+03 -1.164746502302360653e-05
1.978222691533359466e+03 1.817393051384286196e-06
1.978243123836837185e+03 -1.048850996425709781e-04
1.978263556039855757e+03 -1.573215826854434951e-04
1.978283988242401392e+03 8.064607532931589162e-05
1.978304420444022981e+03 -6.267514082525238450e-05
1.978324852645644569e+03 -4.298847356820623133e-05
1.978345284846800496e+03 6.396266828079255617e-05
1.978365717047483486e+03 -8.960169480232149652e-05
1.978386149248173751e+03 2.736705794870175623e-05
1.978406581447925419e+03 -5.355590123412579118e-05
1.978427013647218700e+03 -8.140221749208809143e-05
1.978447445846046321e+03 -1.828840188585756366e-04
1.978467878044408280e+03 -6.255101497010251421e-05
1.978488310242297302e+03 6.045166405677093735e-06
1.978508742439727939e+03 -6.045166405455049130e-06
1.978570039029684267e+03 -7.267202959704288645e-05
1.978590471125251497e+03 -4.496996000247222014e-06
1.978610903420812974e+03 8.323888651928790239e-05
1.978631335615449643e+03 -3.145657999770179458e-05
1.978651767910079798e+03 2.806547559957017768e-04
1.978672200003784383e+03 3.514489442801860264e-06
1.978692632197024068e+03 -4.584824300213341530e-05
1.978713064490257239e+03 9.341151302311168081e-05
1.978733496582564840e+03 1.316238576094530544e-04
1.978753928774873202e+03 -6.762142685212690907e-05
1.978774361066709389e+03 5.069343249597402234e-05
1.978794793257620768e+03 4.016409398399645170e-06
1.978815225348531385e+03 2.939461991289249454e-04
1.978835657638504927e+03 1.983167984733746891e-04
1.978856089828484983e+03 -2.662794140018132083e-05
1.978876521917998616e+03 5.034678107906920275e-05
1.978917386395158246e+03 9.230231744972172692e-05
1.978937818483274896e+03 1.321532678963954766e-04
1.978958250770920131e+03 1.039106935307732016e-04
1.978978682958106219e+03 3.985929567384971506e-05
1.978999115044825885e+03 6.815645424862459834e-05
1.979019547331074136e+03 2.884874242048418580e-05
1.979060411602185923e+03 -7.332997570896893080e-05
1.979080843887037190e+03 -1.153577908619141112e-04
1.979101276071429311e+03 -1.472955623798011260e-04
1.979121708355356532e+03 -4.184282888763934949e-05
1.979142140439274954e+03 -1.063033569437266124e-05
1.979162572622270091e+03 -1.554743794620616626e-04
1.979183004804799566e+03 4.601333674880692115e-05
1.979203436986856104e+03 1.184785344912064886e-04
1.979223869168919919e+03 -2.134018004695814597e-05
1.979244301350052410e+03 -1.006125656518586098e-04
1.979264733531177626e+03 -6.797330523078404241e-05
1.979285165711378795e+03 -2.586412891147915616e-05
1.979305597891579964e+03 -2.396149671590741548e-05
1.979326030070842535e+03 4.370234299533315436e-05
1.979346462250112381e+03 -4.467571578570250779e-06
1.979366894528451667e+03 -4.926502232383001001e-05
1.979387326606782153e+03 -1.530369035007694833e-05
1.979407758784655016e+03 -5.546161591796217039e-05
1.979428191061597317e+03 2.838205511213054422e-05
1.979448623138530820e+03 -4.335471920180467009e-05
1.979469055315006699e+03 -4.898917099183108803e-05
1.979489487591010402e+03 9.742072367835419300e-05
1.979509919666554197e+03 3.188211529692175361e-05
1.979530351841633092e+03 -1.041698912438437929e-04
1.979550784116247087e+03 4.288919028616611229e-05
1.979571216190386622e+03 1.503081922136217941e-04
1.979591648464069294e+03 1.389003096985419461e-07
1.979612080637278268e+03 8.082708437773256094e-05
1.979632512810494518e+03 -4.642004723964809898e-05
1.979652944982779445e+03 -1.132442576994296957e-04
1.979673377154598711e+03 -8.982411498592579591e-05
1.979693809325945040e+03 3.849795599086824893e-05
1.979714241497298644e+03 1.401564471987803984e-04
1.979734673667713651e+03 -3.485029810290640739e-06
1.979755105838135933e+03 1.485348328955637953e-05
1.979775538007626892e+03 3.934816487549674946e-05
1.979795970177117852e+03 -1.424837995156469361e-04
1.979816402346135874e+03 2.460073904630988295e-05
1.979836834614230611e+03 1.475584963603893129e-04
1.979857266682316549e+03 7.021813667318355101e-05
1.979877698849944863e+03 -1.081385384705813024e-04
1.979898131017107517e+03 1.223741464961847214e-04
1.979918563183804508e+03 2.868152674695423343e-06
1.979938995349562902e+03 7.555410577864130062e-05
1.979959427515328571e+03 -9.172279377245295962e-06
1.979979859681086964e+03 -1.724341692388442482e-05
1.980000291845921311e+03 -7.433497919873133242e-05
1.980020724010289996e+03 -3.438219977325296384e-05
1.980041156174193020e+03 -5.944045493277982928e-05
1.980061588437623868e+03 3.630030067558465134e-05
1.980082020501060470e+03 -1.172180376700637794e-04
1.980102452663559234e+03 6.622911860332258982e-05
1.980122884925600374e+03 1.736629033177727877e-05
1.980143316987639992e+03 -1.074239025720125085e-04
1.980163749148749048e+03 -4.096091535077395207e-05
1.980184181409851590e+03 -2.106831735138037232e-05
1.980204613570494985e+03 -1.064752885838737839e-04
1.980225045630199020e+03 6.234675666183520093e-05
1.980245477889911854e+03 1.545493974797196302e-05
1.980265910049158265e+03 1.323573215401552261e-04
1.980286342107938253e+03 3.035837141163177932e-05
1.980306774366246827e+03 7.986209661514642733e-05
1.980327206524096255e+03 -1.270210254100678782e-05
1.980347638581471983e+03 1.289959269756835170e-05
1.980368070838390850e+03 -1.526960381130759714e-04
1.980388502994843293e+03 -1.120076159184524300e-04
1.980408935050829314e+03 -5.115223638463284317e-05
1.980429367306809581e+03 6.876454890702987655e-05
1.980449799461865041e+03 6.189478853668717306e-05
1.980470231616913225e+03 7.602015151730867615e-05
1.980490663771037362e+03 -4.438511082771601224e-05
1.980511095925161499e+03 -2.891867045584639584e-05
1.980531528178347799e+03 -6.764363287603547548e-05
1.980551960231539852e+03 -6.577376299699011497e-05
1.980572392384267005e+03 -1.417335307837275238e-04
1.980592824636056321e+03 8.111325341753072848e-05
1.980613256687851390e+03 -1.709554106943400598e-05
1.980633688839181559e+03 1.590746359316774772e-04
1.980654121090039553e+03 8.790924414570078227e-05
1.980674553140437638e+03 -2.097459668137791056e-05
1.980694985290370823e+03 5.598475696011462333e-05
1.980715417540297494e+03 -1.167370473672546538e-04
1.980735849589298596e+03 -1.503563038551813946e-05
1.980756281737834797e+03 -7.128508762332952386e-05
1.980776713985898823e+03 1.615751046284419346e-04
1.980797146033968602e+03 1.746289657087451985e-04
1.980817578181107820e+03 5.055671655540550091e-06
1.980838010428240523e+03 4.257934800588891733e-05
1.980858442474913318e+03 6.014567836687412239e-05
1.980878874620655552e+03 1.677975582665691689e-04
1.980899306866391271e+03 1.375289678471336430e-04
1.980919738911667082e+03 -3.191802064428372887e-06
1.980940171056477993e+03 2.010801714180665556e-05
1.980960603300816729e+03 -1.013582560249748354e-04
1.980981035344695556e+03 1.511053274771967381e-05
1.981021899731516896e+03 3.758176172174998442e-05
1.981042331873999501e+03 -7.376838330286350498e-05
1.981062764016016445e+03 -6.994873444965410414e-05
1.981083196158026112e+03 -1.194509365077811580e-04
1.981103628299111733e+03 -4.342495521769684785e-05
1.981124060440197354e+03 -8.828586182341169319e-06
1.981144492580344377e+03 -5.071025677116924868e-05
1.981164924720498675e+03 5.378934648869737600e-05
1.981185356960180798e+03 -5.717601605748079407e-05
1.981205788999403012e+03 -8.618039447649827878e-05
1.981226221138160327e+03 1.113975339237516238e-04
1.981246653376452741e+03 8.893227274997528298e-05
1.981267085414270696e+03 4.223124535029931792e-05
1.981287517551631026e+03 -2.055922339172511215e-05
1.981307949788519181e+03 -6.827527214403605882e-05
1.981328381825413089e+03 1.126663048285347912e-04
1.981348813961376436e+03 1.476513018472402905e-05
1.981369246197340544e+03 7.360939122169618543e-05
1.981389678232364531e+03 -5.230830264713048905e-05
1.981410110367396555e+03 1.793994169616563994e-04
1.981430542501962918e+03 -5.912919825545870367e-06
1.981450974635590683e+03 -7.931988568532499784e-05
1.981512271035557205e+03 1.227450853473754933e-04
1.981593999662174610e+03 1.377792017489554155e-04
1.981614431792542746e+03 2.609113719076461280e-06
1.981634863822917396e+03 -1.649935842151784016e-05
1.981655296052362246e+03 1.312774427801866040e-04
1.981675728181799059e+03 9.156241326024883165e-06
1.981696160210776725e+03 -9.931634461146643389e-05
1.981716592439290253e+03 3.575592548710204710e-06
1.981737024567330081e+03 -4.157284338901501286e-05
1.981757456594910764e+03 -3.468667010564363551e-05
1.981777888822027307e+03 1.331843445291358563e-04
1.981798320948670153e+03 9.549297947542001452e-05
1.981818752974853851e+03 -1.245310230801877083e-05
1.981839185201039072e+03 -4.701960433639573722e-05
1.981859617326284933e+03 5.689857153945432344e-05
1.981880049451538071e+03 3.823919546386278512e-05
1.981900481575859885e+03 1.745085710380678279e-06
1.981920913700174424e+03 1.551805259025762496e-05
1.981941345924031339e+03 -4.468993492279249580e-05
1.981961777947421069e+03 1.696869896061770078e-05
1.981982210070338624e+03 -2.166495732103257410e-05
1.982002642292798555e+03 -2.710753591839143439e-05
1.982023074414792063e+03 5.612874807714440806e-05
1.982043506436311873e+03 -9.546025994633389189e-05
1.982063938657840481e+03 -1.581821824787610353e-04
1.982084370778437005e+03 -1.052028128813997654e-04
1.982104802799025492e+03 -6.131501534178962487e-05
1.982125235018691455e+03 1.390405740608890994e-05
1.982145667038355896e+03 2.416212038403031670e-04
1.982166099157548160e+03 -1.624021480699511244e-04
1.982186531376282801e+03 5.024022222221979916e-05
1.982206963394550257e+03 -1.684301993184478263e-04
1.982227395512345538e+03 6.950730982846486938e-05
1.982247827729683195e+03 -1.162692583803748292e-04
1.982268259746553667e+03 3.659014837573693057e-04
1.982288691863417625e+03 2.222365706023854415e-04
1.982309124079358298e+03 6.261299773058226492e-05
1.982329556095297448e+03 -1.579691227402424403e-04
1.982349988210298761e+03 -9.739041866441144890e-05
1.982370420425308112e+03 -1.149943724497726194e-04
1.982390852539851039e+03 -7.638148981337078425e-05
1.982411284653921030e+03 -8.786096425905665086e-05
1.982431716767532635e+03 -1.706878848273252203e-05
1.982452148880678578e+03 -1.305513491265397619e-04
1.982472580993351585e+03 8.414107965259987054e-06
1.982493013106031867e+03 1.382686907080987737e-05
1.982513445217780827e+03 9.865083643734173791e-05
1.982533877429523272e+03 -5.211380067438042829e-05
1.982554309440340148e+03 -4.057886393837861760e-05
1.982574741551157786e+03 -3.629685664063853068e-05
1.982595173761503247e+03 1.128703174722023306e-04
1.982615605771388800e+03 5.965683333331028848e-05
1.982636037880809454e+03 2.864994874074433540e-05
1.982656470089757931e+03 2.263389714340924286e-05
1.982676902098246501e+03 1.544155148214265694e-04
1.982697334206735832e+03 -1.686577839294933767e-04
1.982717766414287325e+03 6.592584719045113673e-05
1.982738198421844572e+03 3.438010132628122051e-05
1.982758630528471258e+03 3.001862152185452715e-06
1.982779062735091429e+03 -7.257583350506191522e-05
1.982799494741251692e+03 7.049298532235681591e-05
1.982819926846947055e+03 4.808651773746674962e-05
1.982840359052170243e+03 7.327217514374595453e-05
1.982860791156934283e+03 1.077212515623315880e-04
1.982881223261225387e+03 1.822052017159681014e-04
1.982901655365523766e+03 1.387139906605661110e-05
1.982922087368890061e+03 9.063264132480597368e-05
1.982942519572257879e+03 -3.912985847109862192e-05
1.982983383677121310e+03 -1.219078530980688413e-04
1.983003815879084868e+03 1.433051885535441272e-05
1.983024247980589280e+03 3.455398387663954907e-05
1.983044679982092930e+03 -1.850325560504018085e-05
1.983065112182666780e+03 -8.943422106644227654e-05
1.983085544282766932e+03 -2.793584798965742522e-05
1.983105976282873598e+03 -9.994921059031103283e-05
1.983126408482043189e+03 -1.219843660624775339e-04
1.983146840581219294e+03 7.622178871402596201e-06
1.983167272579928976e+03 -3.143832729812778837e-06
1.983187704778174520e+03 -8.039319974884051589e-05
1.983208136875946366e+03 -5.273007050932143613e-05
1.983228568973259826e+03 1.013424146312225105e-05
1.983249001070100348e+03 2.519565333591877732e-05
1.983269433166482486e+03 2.396024928068563042e-04
1.983289865262864623e+03 -3.850305376196239138e-05
1.983310297358315438e+03 4.507524212726821133e-05
1.983330729453758977e+03 -1.086544682307177823e-04
1.983351161648744892e+03 1.119216671712219835e-04
1.983371593743257108e+03 -1.175448737233963925e-07
1.983392025737310178e+03 4.262915181074689031e-06
1.983412457930899109e+03 5.287631685213511901e-05
1.983473754209328035e+03 -1.798694983099480282e-04
1.983494186301511945e+03 -1.430581148098575284e-06
1.983514618293236708e+03 -1.785611651674567923e-04
1.983535050484031672e+03 8.501523833936985852e-05
1.983555482574818598e+03 -1.579550993867639974e-04
1.983575914565146377e+03 -1.755690975275836507e-04
1.983596346755475679e+03 -2.973863468069826155e-05
1.983616778844865621e+03 8.294162639588265051e-06
1.983637210833796416e+03 -1.009701619680836160e-05
1.983657643022728735e+03 7.044577004466923142e-05
1.983678075011193869e+03 -2.565534033949212755e-05
1.983698507198721927e+03 1.499606825585697578e-04
1.983718939286256500e+03 4.026397027523387351e-05
1.983739371273317374e+03 1.520713178948529531e-04
1.983759803360386286e+03 -1.606233435105242080e-04
1.983780235546524636e+03 -7.393057168147976199e-05
1.983800667632189288e+03 -3.168795271191182650e-05
1.983821099717861216e+03 4.684287010658927386e-05
1.983841531803067483e+03 9.839894940188997907e-06
1.983861963887335151e+03 -3.029009560340245599e-05
1.983882396071610856e+03 6.924801236873889820e-06
1.983902828055419377e+03 3.631692444905354478e-05
1.983923260138755722e+03 -1.636046357833542686e-04
1.983943692322100105e+03 -7.363977806351673649e-05
1.983964124304511643e+03 -3.830355872536106432e-05
1.983984556386916665e+03 1.747563975880161991e-04
1.984004988568398403e+03 -3.743957717228241222e-05
1.984025420549878618e+03 -8.393442656495775367e-05
1.984045852630886657e+03 2.835622440267027145e-04
1.984066284811437072e+03 -7.016535856696481943e-05
1.984086716791520303e+03 -2.739470058199522384e-05
1.984107148871597019e+03 3.505911477730272452e-05
1.984127581050750450e+03 7.545121407792620971e-05
1.984148013029902359e+03 -1.156638154297118248e-04
1.984168445108116430e+03 -7.726118523254665860e-05
1.984188877286338538e+03 -1.062265186353439361e-04
1.984209309364086948e+03 1.628547061451879330e-04
1.984229741341376211e+03 6.759061727401594055e-05
1.984250173518201336e+03 1.142051656015663497e-04
1.984270605595025700e+03 1.835370750971065945e-04
1.984291037670911464e+03 4.226843016708059508e-06
1.984311469746804505e+03 2.641410498682716934e-05
1.984331901821758947e+03 1.940619143414590297e-04
1.984352333996721427e+03 1.247357359299705593e-04
1.984372765971216722e+03 2.769107742581766729e-04
1.984393197945246357e+03 3.134285687240723206e-04
1.984454494165467622e+03 7.809983209527970871e-05
1.984474926337628858e+03 -1.409670717653632721e-04
1.984495358409796609e+03 4.445435170530309676e-05
1.984515790381497936e+03 3.108528501716278925e-06
1.984536222552727850e+03 -1.027125373458392943e-04
1.984556654623498616e+03 1.406063889652919841e-05
1.984577086594268621e+03 6.453400451622570699e-05
1.984597518764101551e+03 5.529678545457272776e-05
1.984617950833940995e+03 -3.996862057953354253e-05
1.984638382903314778e+03 -1.399393480455701777e-04
1.984658814971749962e+03 3.493027802004000648e-05
1.984679247040192422e+03 -1.095626430480667324e-04
1.984699679108627606e+03 -2.983537697820448642e-05
1.984720111276139505e+03 -9.448674231338216600e-05
1.984740543243184220e+03 -1.078910285970957617e-04
1.984760975410223182e+03 -1.314953583575473317e-04
1.984781407476802997e+03 -9.241615526622837251e-06
1.984801839442916389e+03 8.609424802297205304e-05
1.984822271608558367e+03 5.407225881537414125e-05
1.984842703673741198e+03 3.342709742271132711e-05
1.984863135638457607e+03 1.285458395388072717e-04
1.984883567803168262e+03 3.188135880627385177e-06
1.984965296056907391e+03 -1.021899882194254872e-04
1.984985728019295493e+03 -1.491499681574026681e-04
1.985006160181212181e+03 -1.285007877793731268e-04
1.985026592243135383e+03 -2.389300695360141447e-05
1.985047024304127262e+03 -3.774056903149691777e-05
1.985067456365111866e+03 -6.228107366301749437e-05
1.985087888425638084e+03 -1.487320092786736936e-04
1.985108320485698641e+03 2.145522274288325093e-05
1.985128752545286261e+03 1.036402004881420424e-04
1.985149184604881157e+03 -8.348153388781920370e-05
1.985169616563543968e+03 -8.341667450317835630e-05
1.985190048722201027e+03 -1.985847295349341124e-05
1.985210480780398939e+03 1.417182575660369537e-04
1.985230912938131951e+03 2.517032699178578525e-05
1.985251344895390503e+03 4.195719376776096965e-05
1.985271776952191431e+03 6.486483757495165037e-05
1.985292209108527459e+03 7.386465361847172062e-05
1.985312641064854688e+03 5.658685416087827491e-05
1.985333073120258632e+03 8.985980663789305822e-06
1.985353505275663338e+03 -1.641488152508419063e-04
1.985373937230593583e+03 -3.050757373801449290e-05
1.985435233393072849e+03 -1.041693125006792897e-04
1.985455665446614148e+03 5.288467787023520827e-06
1.985476097599690547e+03 -1.125321647069688069e-04
1.985496529552292486e+03 -5.382215749039076513e-05
1.985516961604436801e+03 1.700755599642889138e-05
1.985537393756116217e+03 8.388408027015792356e-05
1.985557825807321933e+03 1.490195906672653336e-07
1.985578257758534164e+03 -2.659758985357196792e-05
1.985598689908816596e+03 -1.174212352844650198e-04
1.985619121959090990e+03 -2.183865784877170313e-07
1.985639553908906237e+03 6.761772121421927295e-05
1.985659986058257346e+03 -3.878705355897515972e-05
1.985680418107600417e+03 -7.452621585879448673e-05
1.985700850256020203e+03 4.102148446261111303e-05
1.985721282204438467e+03 -4.825270916486434913e-05
1.985741714252384554e+03 1.571026157520805100e-05
1.985762146399873018e+03 8.615578001380796991e-05
1.985782578346894297e+03 -8.070220852018916702e-05
1.985803010393443401e+03 7.104252052325676914e-05
1.985823442539534881e+03 -4.470341961171353518e-05
1.985843874485624838e+03 -8.536361453592711257e-06
1.985864306531242619e+03 2.010696485112983822e-04
1.985925602665316546e+03 1.446474781021667155e-04
1.985946034709078958e+03 -2.258344494687758441e-05
1.985966466752841370e+03 5.771040719193543111e-05
1.985986898796130845e+03 1.446686517414530471e-04
1.986007330838961934e+03 2.136177183971188498e-04
1.986027762881327362e+03 -8.222539956048713350e-05
1.986048194923219853e+03 -8.518458508566251197e-05
1.986068627064654720e+03 -9.552114744959538939e-06
1.986089059006088064e+03 1.022864686541780088e-04
1.986109491047049232e+03 -3.772857828543418890e-05
1.986129923187552777e+03 2.099890238485002669e-04
1.986150355127581861e+03 8.502129608278785611e-05
1.986170787267154083e+03 1.096219852969593234e-04
1.986191219306259882e+03 1.226226178943079503e-04
1.986211651245364919e+03 -5.483685239804358957e-05
1.986232083383532881e+03 1.727393645900576757e-05
1.986252515421707358e+03 -4.409065048149862776e-05
1.986272947359408136e+03 -6.245993141862360432e-05
1.986293379497117712e+03 5.491954248415531481e-05
1.986313811533895205e+03 2.046379757425498269e-06
1.986334243470671936e+03 1.570999041289322662e-04
1.986354675606511591e+03 5.189070836286724386e-05
1.986375107642357762e+03 -1.634459444218583357e-04
1.986395539677730994e+03 -1.804751624832068302e-04
1.986415971713111503e+03 -4.028438862491157124e-07
1.986436403747560689e+03 -1.240690660653243071e-06
1.986456835782002599e+03 -7.691437905643638828e-05
1.986477267815520463e+03 -3.156493878364585726e-05
1.986497699849038327e+03 -2.617935398174786599e-04
1.986518131882548914e+03 -1.300389741241247954e-03
1.986538564015136217e+03 -1.692000179741248722e-03
1.986558995947256335e+03 -1.802284222130023927e-03
1.986579427979369939e+03 -1.686428190591504617e-03
1.986599860011025157e+03 -1.792631756428741951e-03
1.986661156103189569e+03 -1.205946600308926975e-04
1.986681588133447804e+03 9.476747291148335250e-05
1.986702020263233862e+03 1.890622791573814965e-04
1.986722452192094352e+03 6.561905189017558371e-05
1.986742884221421264e+03 8.707002144303643831e-05
1.986763316349810339e+03 -2.068152794909572378e-06
1.986783748277739505e+03 1.718812720776785596e-04
1.986804180305669433e+03 1.066610559585789986e-04
1.986824612433127186e+03 3.262550435745303901e-04
1.986845044360125030e+03 1.538542181136470788e-04
1.986865476386657974e+03 1.898561801052522924e-04
1.986906340538320364e+03 1.159410843205588293e-04
1.986926772463921225e+03 -1.342151811023484242e-05
1.986947204589050671e+03 2.189238967975626338e-05
1.986967636613720970e+03 -7.110939097165758227e-05
1.986988068537924846e+03 -1.822363744417021536e-04
1.987008500662122970e+03 -5.007177234950255240e-06
1.987028932685396285e+03 -8.195472337368947535e-05
1.987049364608668839e+03 3.651665448844987338e-05
1.987069796731469978e+03 -2.929117943861747619e-06
1.987090228753811971e+03 -2.122041945475938718e-04
1.987151524818968028e+03 -7.434238066883480656e-05
1.987171956939913798e+03 3.779877353116134486e-05
1.987192388860385108e+03 2.015803757693390708e-06
1.987212820880398795e+03 9.654756564803079755e-05
1.987233252999940305e+03 1.102239336840948880e-04
1.987253684919487569e+03 2.068152795020594681e-06
1.987274116938569932e+03 -9.353814457135900540e-05
1.987294549057187396e+03 -1.781719169823281490e-04
1.987314980975330400e+03 5.102966979686485161e-05
1.987335412993015780e+03 -1.068199386111690075e-04
1.987355845110694645e+03 -5.030821238216631741e-05
1.987376277027913602e+03 -7.294348496633684675e-05
1.987396709044667659e+03 -4.856760224436484918e-06
1.987417141060956055e+03 -1.266139281561606822e-04
1.987437573076771514e+03 4.336690673301113463e-05
1.987458005092594249e+03 7.044401250322351871e-05
1.987478437207479146e+03 -5.998133523865689654e-06
1.987498869122369797e+03 2.291460326020455796e-05
1.987519301237261971e+03 -2.180438091892167307e-05
1.987539733251222060e+03 -1.908197849033177462e-04
1.987560165164708451e+03 -2.635154953922747012e-05
1.987580597278203641e+03 1.957130714647092873e-05
1.987641893315885682e+03 8.640119772307386370e-05
1.987662325327983126e+03 6.824022832074838618e-05
1.987682757239141210e+03 7.308687177487449560e-05
1.987703189350308094e+03 -3.214869759682326134e-05
1.987723621361001278e+03 -8.616952667839239410e-05
1.987744053371701739e+03 -5.086760153660829786e-05
1.987764485381470877e+03 -9.515430385753642639e-05
1.987784917391240015e+03 7.428989562630050614e-05
1.987805349400536215e+03 1.190893165552431299e-04
1.987825781409374031e+03 2.971930284312307435e-05
1.987887077433551895e+03 1.873462634838229945e-04
1.987907509440992726e+03 5.229136936701905825e-05
1.987927941447960620e+03 -4.757124762544417962e-05
1.987948373554470891e+03 4.699183878420498672e-05
1.987968805460972362e+03 -7.123725600877151010e-05
1.987989237566551310e+03 3.980754034604849778e-05
1.988009669572129496e+03 6.562517921016031153e-05
1.988030101477241260e+03 -4.191459605140668288e-05
1.988050533581881609e+03 -4.060420326745806108e-06
1.988070965586528473e+03 -1.921119688208516862e-05
1.988091397490701638e+03 1.331279824254849586e-04
1.988111829593952280e+03 2.561590957017578774e-05
1.988132261497667059e+03 -1.705957675788294381e-04
1.988152693500451278e+03 -4.957594443744106627e-06
1.988173125602763321e+03 -9.996937644318748539e-05
1.988193557505081117e+03 -9.707930944635734249e-05
1.988213989506926737e+03 2.428667453657773478e-05
1.988234421608314733e+03 -1.451766369355844688e-04
1.988254853509235545e+03 -2.109918213566430722e-05
1.988275285510149843e+03 7.535496545485464992e-05
1.988295717610606516e+03 -1.683516344996860425e-06
1.988316149610596767e+03 -8.216813810812961805e-05
1.988377445608231938e+03 -1.635316261137109706e-04
1.988397877506351506e+03 -7.514398763797114356e-05
1.988418309604479873e+03 -7.254991672966948357e-05
1.988438741602607479e+03 9.695644971441375048e-05
1.988459173699797248e+03 2.933203994981425922e-05
1.988479605596992769e+03 -1.006569118526812190e-04
1.988500037593257730e+03 6.942446722058015496e-05
1.988520469689516176e+03 6.873891024827827323e-06
1.988540901585314714e+03 -4.550649094303693687e-05
1.988561333581114013e+03 -1.409595800597740478e-04
1.988622629565710668e+03 3.131157071001311465e-05
1.988643061659640807e+03 1.512218282240240796e-04
1.988663493553576700e+03 -8.398530692788064300e-06
1.988683925546582032e+03 2.607554314566495890e-04
1.988704357639580849e+03 9.061310470892536273e-05
1.988724789532119757e+03 1.580704438703950387e-04
1.988745221524659428e+03 2.000643487254372133e-05
1.988765653616261261e+03 -3.670793084054047029e-05
1.988786085607869609e+03 4.407814229345774493e-05
1.988806517499011534e+03 6.432632796227188976e-05
1.988888245560308860e+03 -3.160684042824435380e-06
1.988908677449588140e+03 7.434709508702397329e-06
1.988929109538396006e+03 -1.237024032774147742e-04
1.988949541527210386e+03 -2.705505625224535748e-04
1.988969973415558343e+03 -2.059740606641380367e-05
1.988990405503442162e+03 4.664377101715189156e-05
1.989010837490852282e+03 1.476838760769982883e-04
1.989031269377803255e+03 -8.019224373834177300e-05
1.989051701464748476e+03 1.021374466994018348e-04
1.989072133451234549e+03 1.335929166277338709e-04
1.989092565337254200e+03 -8.242724139428947439e-05
1.989112997423275374e+03 1.639366245420603718e-06
1.989133429408357188e+03 -1.107070238539620277e-04
1.989153861393446277e+03 -7.196395297082158748e-05
1.989174293378062430e+03 9.919926621471120143e-06
1.989194725362220197e+03 -1.052429985579639293e-04
1.989215157346377964e+03 -3.060302707513784526e-05
1.989235589330070070e+03 -2.887009635532677976e-05
1.989256021313289239e+03 4.092915986797507344e-05
1.989276453296050022e+03 6.968906062576607496e-05
1.989296885378338629e+03 -8.842907967898661070e-05
1.989358181323819736e+03 9.382201268870460353e-05
1.989378613204717112e+03 2.057062597169423412e-04
1.989399045285616012e+03 -2.522940363425263399e-05
1.989419477265575551e+03 -4.325789958414816283e-05
1.989439909145541606e+03 -1.021869822692700325e-05
1.989460341225509183e+03 -3.637129731848265379e-05
1.989480773204537400e+03 -7.468021167789107295e-05
1.989501205083572131e+03 -8.808903756030161958e-05
1.989521637162142724e+03 -3.998732977794627885e-05
1.989542069140239619e+03 1.378506304618998257e-04
1.989562501017877366e+03 1.994423135991407747e-04
1.989582933095516637e+03 -1.364799125859184059e-04
1.989603365072682209e+03 -4.867172615174997219e-05
1.989623796949388634e+03 1.648834761973638763e-04
1.989644229025630921e+03 -1.789218760261945818e-05
1.989664661001865170e+03 1.379040574729373247e-04
